period_date,provider_org_code,provider_org_name,elective_ga_ordinary_admissions_ffces,elective_ga_daycase_admissions_ffces,elective_ga_total_admissions_ffces,elective_ga_planned_ordinary_admissions_ffces,elective_ga_planned_daycase_admissions_ffces,elective_ga_planned_total_admissions_ffces,elective_ga_admissions_ffces_nhs_treatment_centres_tcs,total_nonelective_ga_admissions_ffces,gp_referrals_made_all_specialties,gp_referrals_seen_all_specialties,gp_referrals_made_ga,gp_referrals_seen_ga,other_referrals_made_ga,all_1st_outpatient_attendances_ga
2015-12-01,R1F,ISLE OF WIGHT NHS TRUST,311,529,840,42,30,72,0,997,2133,2045,2037,1979,1948,3757
2016-01-01,R1F,ISLE OF WIGHT NHS TRUST,109,836,945,36,42,78,0,1148,2333,1795,2222,1718,2172,3737
2016-02-01,R1F,ISLE OF WIGHT NHS TRUST,194,1014,1208,27,43,70,0,928,2281,1550,2188,1490,1955,3242
2016-03-01,R1F,ISLE OF WIGHT NHS TRUST,231,1174,1405,37,70,107,0,1101,2713,1938,2621,1867,2355,4179
2016-04-01,R1F,ISLE OF WIGHT NHS TRUST,253,918,1171,41,60,101,0,995,2574,1736,2498,1652,2203,3602
2016-05-01,R1F,ISLE OF WIGHT NHS TRUST,273,852,1125,31,49,80,0,1005,2516,2e3,2454,1917,2101,3803
2016-06-01,R1F,ISLE OF WIGHT NHS TRUST,252,948,1200,55,39,94,0,986,2657,1912,2585,1851,2189,3810
2016-07-01,R1F,ISLE OF WIGHT NHS TRUST,250,888,1138,58,64,122,0,1051,2432,1697,2362,1620,2060,3350
2016-08-01,R1F,ISLE OF WIGHT NHS TRUST,252,906,1158,43,43,86,0,963,2403,1992,2323,1915,2210,3800
2016-09-01,R1F,ISLE OF WIGHT NHS TRUST,199,891,1090,31,42,73,0,968,2393,1798,2318,1726,2105,3823
2016-10-01,R1F,ISLE OF WIGHT NHS TRUST,222,906,1128,41,48,89,0,1009,2543,1724,2450,1646,2156,3554
2016-11-01,R1F,ISLE OF WIGHT NHS TRUST,230,821,1051,42,31,73,0,1038,2524,1966,2440,1900,2157,3875
2016-12-01,R1F,ISLE OF WIGHT NHS TRUST,166,699,865,25,49,74,0,1154,2047,1555,1945,1487,1756,3290
2012-01-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,421,2029,2450,127,248,375,1,1804,3872,4303,3863,4220,966,5729
2012-02-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,348,1892,2240,257,215,472,1,1671,3705,3647,3702,3538,850,4908
2012-03-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,358,2021,2379,247,199,446,1,1689,3877,3616,3869,3537,875,4856
2012-04-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,432,2126,2558,64,261,325,1,1684,3794,3604,3790,3490,963,4902
2012-05-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,478,2562,3040,74,343,417,1,1854,4352,4403,4351,4324,1171,5853
2012-06-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,432,1982,2414,52,262,314,1,1714,3812,3320,3802,3230,878,4560
2012-07-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,564,2344,2908,71,247,318,1,1819,4086,4350,4062,4236,948,5844
2012-08-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,576,2230,2806,71,223,294,1,1786,4091,3897,4091,3794,895,5242
2012-09-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,532,2127,2659,81,262,343,1,1700,3614,3916,3613,3834,813,5177
2012-10-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,630,2274,2904,191,215,406,1,1794,4406,4804,4406,4716,1056,6324
2012-11-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,603,2118,2721,181,214,395,1,1682,4406,4167,4406,4167,962,5747
2012-12-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,453,1613,2066,166,145,311,1,1786,3286,4116,3286,4112,795,4769
2013-01-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,417,2489,2906,76,398,474,0,1583,4135,4544,4129,4454,1016,6340
2013-02-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,348,2128,2476,83,437,520,0,1420,3802,4039,3790,3960,985,5734
2013-03-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,401,2315,2716,61,448,509,0,1630,4692,4130,4684,4041,1073,5895
2013-04-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,404,2179,2583,183,401,584,0,1792,3989,4496,3985,4397,979,5927
2013-05-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,408,2151,2559,231,390,621,0,1793,4198,4351,4193,4268,1191,5883
2013-06-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,396,2167,2563,281,365,646,0,1705,3777,4094,3770,4008,1290,5545
2013-07-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,446,2447,2893,247,379,626,0,1572,4059,4948,4049,4849,731,6734
2013-08-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,430,2190,2620,279,417,696,0,1484,3628,3759,3610,3679,576,5323
2013-09-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,465,2292,2757,179,384,563,0,1438,3719,4303,3710,4229,838,6103
2013-10-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,484,2538,3022,107,403,510,0,1528,4205,4725,4195,4631,739,6737
2013-11-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,390,2372,2762,74,390,464,0,1472,3918,4261,3908,4184,628,5876
2013-12-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,390,2372,2762,74,390,464,0,1472,3402,3713,3396,3647,590,5203
2014-01-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,307,2149,2456,125,494,619,0,1492,4620,4300,4615,3993,1055,5889
2014-02-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,320,2076,2396,136,400,536,0,1308,4612,3698,4593,3641,1031,5128
2014-03-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,347,2729,3076,204,522,726,0,1406,5018,4021,5009,3946,1181,5351
2014-04-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,410,2218,2628,61,474,535,0,1515,4512,4275,4503,4193,1125,5971
2014-05-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,436,2304,2740,66,410,476,0,1515,4539,3768,4528,3698,1126,5372
2014-06-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,473,2348,2821,60,395,455,0,1529,4518,4066,4511,3811,1061,5826
2014-07-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,464,2725,3189,72,520,592,0,1558,4926,4396,4912,4185,1044,6216
2014-08-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,429,2309,2738,63,404,467,0,1438,4130,3381,4124,3260,1021,4903
2014-09-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,356,2444,2800,53,621,674,0,1520,5086,4247,5067,4008,1175,5700
2014-10-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,461,2542,3003,180,557,737,0,1587,5174,4415,5158,4173,1172,5737
2014-11-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,448,2268,2716,98,443,541,0,1512,4580,3891,4571,3715,946,5244
2014-12-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,365,2060,2425,78,437,515,0,1504,4174,3860,4164,3788,999,5017
2015-01-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,468,2365,2833,178,474,652,0,1712,4611,3776,4409,3689,1688,5323
2015-02-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,463,2511,2974,158,543,701,0,1659,4737,3991,4502,3897,1654,5550
2015-03-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,445,2423,2868,150,529,679,0,1792,4898,3773,4728,3696,1721,5386
2015-04-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,338,2442,2780,139,458,597,0,1386,4495,3928,4484,3707,1204,5285
2015-05-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,375,2281,2656,139,458,597,0,1342,4772,3928,4759,3707,1264,4816
2015-06-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,433,2619,3052,165,412,577,0,1481,4860,4430,4844,4342,1199,6079
2015-07-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,423,2720,3143,70,434,504,0,1490,5295,4270,5290,4186,1236,5918
2015-08-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,450,2266,2716,124,379,503,0,1367,4124,3683,4116,3596,934,5046
2015-09-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,403,2457,2860,92,397,489,0,1411,4591,4229,4580,4129,1148,5781
2015-10-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,419,2559,2978,112,431,543,0,1526,4839,4413,4826,4312,1253,5838
2015-11-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,434,2602,3036,131,546,677,0,1638,4689,4051,4680,3962,1047,5773
2015-12-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,407,2387,2794,115,489,604,0,1769,4393,3637,4231,3567,1070,5133
2016-01-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,429,2827,3256,219,566,785,0,1729,4597,4755,4357,4647,1770,6427
2016-02-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,391,2626,3017,196,560,756,0,1637,4379,4320,4197,4230,1644,5867
2016-03-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,453,2965,3418,194,702,896,0,1785,5326,4624,5113,4493,2028,6451
2016-04-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,436,2494,2930,121,502,623,0,1632,5392,4634,5163,4530,1779,6307
2016-05-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,497,2449,2946,136,496,632,0,1661,4888,4626,4689,4510,1891,6432
2016-06-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,471,2722,3193,157,568,725,0,1701,5137,4556,4942,4456,1998,6505
2016-07-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,485,2478,2963,141,537,678,0,1753,4470,4452,4265,4339,1724,6175
2016-08-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,457,2536,2993,140,495,635,0,1703,4677,4178,4500,4077,1969,5900
2016-09-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,475,2604,3079,258,507,765,0,1734,4782,4671,4582,4555,1702,6465
2016-10-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,481,2607,3088,215,556,771,0,1750,4711,4561,4501,4470,1814,6260
2016-11-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,491,2818,3309,250,547,797,0,1739,5309,4998,5083,4911,1748,6736
2016-12-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,545,2463,3008,271,532,803,0,1856,3891,4476,3737,4390,1627,5945
2012-04-01,NVC39,KENDAL NHS TREATMENT CENTRE,10,94,104,0,0,0,104,0,95,111,95,111,0,111
2012-05-01,NVC39,KENDAL NHS TREATMENT CENTRE,22,117,139,0,0,0,139,0,88,134,88,134,0,134
2012-06-01,NVC39,KENDAL NHS TREATMENT CENTRE,26,70,96,0,0,0,96,0,51,101,51,101,0,101
2012-07-01,NVC39,KENDAL NHS TREATMENT CENTRE,14,74,88,0,0,0,88,0,80,130,80,130,0,130
2012-08-01,NVC39,KENDAL NHS TREATMENT CENTRE,13,116,129,0,0,0,129,0,10,22,10,22,0,22
2012-09-01,NVC39,KENDAL NHS TREATMENT CENTRE,12,7,19,0,0,0,19,0,0,9,0,9,0,9
2012-01-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,1,0,1,0,0,0,0,0,0,0,0
2012-02-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2012-03-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,2,0,2,2,0,2,0,0,0,0,0,0,0,0
2012-04-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,2,0,2,0,0,0,0,0,0,0,0
2012-05-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,5,0,5,3,0,3,0,0,0,0,0,0,0,0
2012-06-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,1,0,1,0,0,0,0,0,0,0,0
2012-07-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,5,0,5,1,0,1,0,0,0,0,0,0,0,0
2012-08-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,2,0,2,0,0,0,0,0,0,0,0
2012-09-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2012-10-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,2,0,2,0,0,0,0,0,0,0,0
2012-11-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,2,0,2,0,0,0,0,0,0,0,0
2012-12-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,1,0,1,0,0,0,0,0,0,0,0
2013-01-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2013-02-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,2,0,2,2,0,2,0,0,0,0,0,0,0,0
2013-04-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,1,0,1,0,0,0,0,0,0,0,0
2013-06-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,3,0,3,0,0,0,0,0,0,0,0
2013-07-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2013-08-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,4,0,4,1,0,1,0,0,0,0,0,0,0,0
2013-09-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,2,0,2,1,0,1,0,0,0,0,0,0,0,0
2013-11-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,4,0,4,4,0,4,0,0,0,0,0,0,0,0
2013-12-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,4,0,4,4,0,4,0,0,0,0,0,0,0,0
2014-02-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,2,0,2,0,0,0,0,0,0,0,0
2014-04-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,2,0,2,2,0,2,0,0,0,0,0,0,0,0
2014-05-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,1,0,1,0,0,0,0,0,0,0,0
2014-06-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,3,0,3,0,0,0,0,0,0,0,0
2014-07-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-08-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,4,0,4,1,0,1,0,0,0,0,0,0,0,0
2014-09-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,1,0,1,0,0,0,0,0,0,0,0
2014-10-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,3,0,3,2,0,2,0,0,0,0,0,0,0,0
2014-11-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2014-12-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2015-04-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,5,0,5,5,0,5,0,0,0,0,0,0,0,0
2015-05-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,6,0,6,5,0,5,0,0,0,0,0,0,0,0
2015-06-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,1,0,1,1,0,1,0,0,0,0,0,0,0,0
2015-07-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,4,0,4,2,0,2,0,0,0,0,0,0,0,0
2015-08-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,4,0,4,2,0,2,0,0,0,0,0,0,0,0
2015-09-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,2,0,2,1,0,1,0,0,0,0,0,0,0,0
2015-10-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2015-11-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,2,0,2,0,0,0,0,0,0,0,0,0,0,0
2015-12-01,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,5,0,5,2,0,2,0,0,0,0,0,0,0,0
2013-01-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,194,174,0,0,0,0
2013-02-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,291,128,0,0,0,0
2013-03-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,273,169,0,0,0,0
2013-09-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,176,144,0,0,0,0
2013-10-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,243,169,0,0,0,0
2013-11-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,134,119,0,0,0,0
2013-12-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,182,123,0,0,0,0
2014-01-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,206,165,0,0,0,0
2014-02-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,247,151,0,0,0,0
2014-03-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,287,165,0,0,0,0
2014-04-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,258,195,0,0,0,0
2014-05-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,262,189,0,0,0,0
2014-06-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,243,201,0,0,0,0
2014-07-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,256,158,0,0,0,0
2014-08-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,179,154,0,0,0,0
2014-09-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,190,182,0,0,0,0
2014-10-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,247,179,0,0,0,0
2014-11-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,225,159,0,0,0,0
2014-12-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,206,155,0,0,0,0
2015-01-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,187,156,0,0,0,0
2015-02-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,288,130,0,0,0,0
2015-03-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,310,199,0,0,0,0
2015-04-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,262,175,0,0,0,0
2015-05-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,268,202,0,0,0,0
2015-06-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,270,214,0,0,0,0
2015-07-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,296,206,0,0,0,0
2015-08-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,192,174,0,0,0,0
2015-09-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,187,176,0,0,0,0
2015-10-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,285,124,0,0,0,0
2015-11-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,223,154,0,0,0,0
2015-12-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,220,164,0,0,0,0
2016-01-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,262,195,0,0,0,0
2016-02-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,336,153,0,0,0,0
2016-03-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,323,272,0,0,0,0
2016-04-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,274,255,0,0,0,0
2016-05-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,280,257,0,0,0,0
2016-06-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,260,256,0,0,0,0
2016-07-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,246,220,0,0,0,0
2016-08-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,214,175,0,0,0,0
2016-09-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,216,232,0,0,0,0
2016-10-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,276,167,0,0,0,0
2016-11-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,277,164,0,0,0,0
2016-12-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,224,126,0,0,0,0
2012-01-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,191,153,0,0,0,0
2012-02-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,238,132,0,0,0,0
2012-03-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,225,139,0,0,0,0
2012-04-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,216,167,0,0,0,0
2012-05-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,207,210,0,0,0,0
2012-06-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,181,153,0,0,0,0
2012-07-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,214,180,0,0,0,0
2012-08-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,136,197,0,0,0,0
2012-09-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,148,118,0,0,0,0
2012-10-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,229,130,0,0,0,0
2012-11-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,224,152,0,0,0,0
2012-12-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,165,125,0,0,0,0
2013-04-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,216,172,0,0,0,0
2013-05-01,RYY,KENT COMMUNITY HEALTH NHS TRUST,0,0,0,0,0,0,0,0,273,193,0,0,0,0
